1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,label
0,0,0,0,75.5252193,147.3548896,182.679565,160.242065,127.8611126,139.4520217,148.1699704,148.1699704,113.4989177,113.4989177,113.4989177,145.3739177,158.7949704,158.7949704,147.2040613,161.370728,165.745728,224.3700411,183.2867078,130.1989885,0,0,0,0,0
0,0,0,54.82967033,76.07967033,64.0472028,89.53598485,128.4570375,104.0195375,126.9199704,113.4989177,88.65405609,108.3861989,108.3861989,82.88619895,82.88619895,82.88619895,95.02905609,96.69209957,140.4063853,124.0222431,224.3700411,183.2867078,0,0,0,0,0,0
0,0,0,0,0,0,0,88.2752193,100.4180764,149.8386559,241.4824306,274.1030446,252.1162314,233.7915561,203.9863613,175.653028,194.7826275,210.7536801,321.0777085,292.6736126,215.9073218,0,0,0,0,0,0,0,0
0,0,0,0,80.31845238,121.183837,166.742065,185.3611126,177.336637,152.1735936,146.7001087,146.7001087,168.2536801,154.8326275,197.3326275,168.9992942,158.3742942,222.7953468,225.875057,257.6174812,314.3439422,279.9236126,266.5025599,99.26148851,0,0,0,0,0
0,0,0,0,0,63.98738942,107.5498894,125.7641751,87.86374224,136.910945,199.2018541,184.2018541,151.9929256,143.7108743,154.3358743,169.7076275,186.2083903,206.6174812,199.0787907,268.5902792,294.8358933,246.8983933,85.70833333,0,0,0,0,0,0
0,0,0,0,0,0,27.5877193,95.00898553,141.3102278,171.5506124,188.3947113,174.0018541,169.3976875,231.6298303,280.6854983,262.977165,296.2328468,321.3013182,373.4236126,345.8358933,228.6841076,77.01515152,0,0,0,0,0,0,0
0,0,0,0,47.57072276,75.15844205,106.0959421,133.7209421,141.3102278,154.5878931,139.5878931,172.3322113,172.3322113,215.5405446,199.660355,219.0492994,248.0549812,316.0549812,296.6264098,373.4236126,345.8358933,314.8983933,279.6841076,145.3187229,0,0,0,0,0
0,0,0,0,80.31845238,80.31845238,113.3548896,126.1048896,159.4977468,153.5128983,120.5753983,132.6543457,127.8611126,139.4520217,119.836637,122.4123946,122.4123946,110.2695375,125.2695375,141.2070375,165.0724221,169.8656552,144.3656552,107.0171703,0,0,0,0,0
0,0,0,0,99.933837,147.3548896,182.679565,146.0753983,134.7489177,100.7489177,120.5290561,131.4576275,131.4576275,119.3147704,133.481437,133.481437,145.6242942,145.6242942,145.6242942,186.7076275,186.2083903,316.4073788,256.2450411,198.1989885,0,0,0,0,0
0,0,0,0,0,40.86538462,107.7614885,221.3983933,292.6736126,304.8164697,327.4943353,380.6193353,306.0833505,156.2492942,156.2492942,156.2492942,156.2492942,168.9992942,171.7953468,228.7083903,224.3902085,304.8164697,243.4950411,211.6200411,115.1989885,0,0,0,0
0,0,0,0,0,0,184.0323218,292.6736126,316.4073788,310.4943353,227.5604983,175.5858743,152.3930171,165.6397704,140.1397704,100.215528,101.606437,144.106437,124.3742942,115.8742942,128.8333903,103.9091479,88.2752193,260.308228,215.9073218,156.6364885,0,0,0
0,0,0,0,0,62.10416667,127.739505,167.679565,137.5753983,139.4520217,106.4155844,85.16558442,85.16558442,85.16558442,113.4989177,113.4989177,115.3290613,115.3290613,94.17105263,117.3528708,119.6028708,122.1193182,150.2502706,140.6989885,99.26148851,0,0,0,0
0,0,0,0,0,0,0,64.0472028,169.8656552,224.3700411,279.9788074,338.1193353,348.3193353,283.6122978,166.4492942,154.306437,142.715528,154.306437,156.2492942,267.024784,304.8164697,169.0323218,0,0,0,0,0,0,0
0,0,0,0,0,71.2752193,100.4180764,100.4180764,118.6323622,159.4977468,159.4977468,182.679565,154.5992078,137.5992078,144.8849221,189.1557554,169.5403708,156.7903708,184.4153708,189.2086039,208.8239885,215.9073218,184.9698218,136.0948218,89.5472028,0,0,0,0
0,0,0,0,64.0472028,69.93181818,132.0359848,186.5403708,181.683228,150.745728,126.9199704,124.5858743,113.4989177,113.4989177,124.5858743,121.9989177,121.9989177,134.7489177,154.3643024,168.7532639,204.770474,194.270474,159.4977468,113.3548896,0,0,0,0,0
0,0,0,0,49.90481887,90.15844205,106.0959421,112.0089855,100.9725085,105.5878931,98.75753594,117.0822113,124.3679256,104.7525409,166.6239177,147.2040613,174.6174812,151.9746241,214.6621241,191.1220238,292.0025599,314.8983933,246.8983933,145.3187229,0,0,0,0,0
0,0,0,0,55.3377193,83.41807644,100.4180764,118.6323622,171.0886559,194.270474,166.6827547,119.836637,119.836637,148.1699704,148.1699704,162.336637,150.745728,176.370728,180.1653708,223.8796565,198.1989885,184.0323218,140.6989885,99.26148851,0,0,0,0,0
0,0,0,0,71.2752193,88.2752193,91.48950501,81.00072296,85.25072296,108.4325411,102.3611126,94.82467532,94.82467532,101.9080087,78.72619048,78.72619048,78.72619048,110.6011905,110.6011905,124.0222431,126.0460526,119.6028708,198.1989885,155.6989885,0,0,0,0,0
0,0,0,0,76.07967033,144.3656552,170.5367078,208.179565,217.1663074,159.2569269,156.4608743,131.1540561,178.6215886,155.4397704,155.4397704,167.5826275,167.5826275,156.9576275,206.3104983,216.4735418,279.9788074,236.5128983,196.0367078,144.3656552,0,0,0,0,0
0,0,0,0,30.9375,58.5252193,58.5252193,71.2752193,90.31024677,114.3935801,97.3935801,106.4155844,106.4155844,113.4989177,100.7489177,100.7489177,100.7489177,113.4989177,78.72619048,92.14724311,117.3528708,173.7903708,198.1989885,140.6989885,0,0,0,0,0
0,0,0,0,0,137.5992078,208.179565,219.770474,230.8574306,242.1907639,222.9512589,163.4430171,163.4430171,210.0715886,210.0715886,178.6215886,190.7644457,190.7644457,167.0858743,215.9235936,291.0657639,279.9788074,268.3878983,169.8656552,115.1989885,0,0,0,0
0,0,0,0,0,0,55.3377193,112.0089855,123.0959421,160.9256124,158.8006124,154.4867026,125.3200359,115.5643541,109.4929256,145.8358743,182.620728,193.4121241,232.8764098,280.6692266,330.8358933,297.8983933,215.6369048,93.5,0,0,0,0,0
0,0,0,26.17105263,0,26.17105263,55.3377193,88.2752193,88.2752193,126.1048896,132.3548896,139.5992078,146.0753983,127.8611126,136.5790613,115.3290613,161.370728,166.2278708,164.2278708,184.4153708,198.1989885,184.0323218,124.7614885,0,0,0,0,0,0
0,0,0,0,0,126.5602468,205.3574306,205.3574306,241.4824306,269.8157639,228.8639782,185.7858743,164.5358743,243.4644457,220.2826275,194.7826275,197.3326275,210.7536801,203.2083903,206.6174812,271.1264098,322.4236126,309.0025599,252.3358933,167.9698218,0,0,0,0
0,0,0,0,0,51.15178571,99.933837,113.3548896,147.3548896,137.5992078,137.5992078,123.4325411,135.5753983,102.3611126,102.3611126,102.3611126,102.3611126,104.3849221,110.2695375,125.2695375,128.4570375,150.2502706,155.6989885,140.6989885,99.26148851,0,0,0,0
0,0,0,0,83.41807644,130.2232712,149.8386559,159.4977468,182.679565,167.679565,171.832974,200.1663074,170.3611126,182.620728,182.620728,161.370728,197.7992994,197.7992994,189.6174812,210.4121241,292.6736126,279.9236126,252.3358933,200.9073218,0,0,0,0,0
0,0,0,0,0,252.3358933,322.4236126,347.3164697,358.9073788,319.7800496,269.6354983,269.6354983,256.2144457,269.6354983,269.6354983,269.6354983,283.802165,305.052165,266.4764782,291.0657639,291.0657639,248.1038074,182.679565,47.9375,0,0,0,0,0
0,0,0,0,35.21428571,99.933837,126.1048896,171.0886559,166.2381124,153.8782639,153.2072113,134.9929256,122.8500684,131.5680171,142.1930171,143.7108743,156.4608743,172.0417236,186.2083903,193.4121241,239.058228,215.9073218,200.9073218,136.0948218,0,0,0,0,0
0,0,0,0,66.15178571,99.933837,157.7867078,124.8492078,122.4123946,126.9199704,156.4608743,156.9576275,155.4397704,182.6397704,142.715528,142.715528,142.715528,110.840528,144.106437,156.2492942,144.2076275,296.7919942,256.2450411,155.6989885,0,0,0,0,0
0,0,0,0,30.9375,58.5252193,100.4180764,130.2232712,178.6339457,158.7354068,180.7567784,153.552108,106.5333333,128.5488613,142.715528,144.106437,156.2492942,158.3742942,149.1174812,163.2841479,155.1621241,266.5025599,199.9698218,107.7614885,0,0,0,0,0
0,0,0,0,0,80.31845238,171.0886559,215.9824306,241.4824306,269.8157639,301.6907639,289.5479068,325.9764782,323.4375171,295.8497978,186.7076275,237.7076275,251.1286801,254.2083903,206.6174812,335.1736126,322.4236126,266.5025599,200.9073218,64.0472028,0,0,0,0
0,0,0,0,67.48057644,106.0959421,116.7209421,116.7209421,133.7209421,119.0700359,113.7291269,115.5643541,122.8500684,131.5680171,143.7108743,169.7076275,203.2083903,178.2841479,218.2037907,287.7152792,345.8358933,330.8358933,279.6841076,164.6369048,0,0,0,0,0
0,0,0,0,0,0,0,95.00898553,123.0959421,158.8006124,146.6577552,177.6685208,158.0643541,170.9155446,177.7108743,195.2235418,232.1174812,283.8764098,360.0025599,330.8358933,187.8187229,0,0,0,0,0,0,0,0
0,0,0,62.10416667,58.5252193,71.2752193,71.2752193,88.2752193,106.489505,138.2477468,144.4977468,167.679565,151.742065,188.5753983,173.2182554,153.6028708,188.6653708,184.4153708,208.8239885,230.0739885,215.9073218,184.9698218,136.0948218,0,0,0,0,0,0
0,0,0,0,0,93.73950501,182.679565,177.242065,156.1944459,106.4155844,106.4155844,100.7489177,100.7489177,143.7108743,120.5290561,109.4420996,122.1920996,122.1920996,124.0222431,138.1889098,141.0460526,161.2335526,176.9489885,155.6989885,99.26148851,0,0,0,0
0,0,0,0,49.90481887,90.15844205,106.0959421,67.78203228,70.61536561,88.82965133,73.82965133,77.50753594,98.75753594,117.0822113,113.280969,134.7489177,115.3290613,138.1889098,177.4746241,172.1621241,162.7886905,209.0025599,204.3983933,186.1841076,0,0,0,0,0
0,0,0,0,62.10416667,126.1048896,159.4977468,194.270474,132.1663074,165.4512589,133.0858743,111.8358743,143.7108743,133.2790561,133.2790561,122.1920996,172.0417236,160.4508145,174.6174812,193.4121241,258.6736126,243.4950411,215.9073218,136.0948218,0,0,0,0,0
0,0,0,0,58.5252193,88.2752193,106.489505,138.2477468,159.4977468,144.4977468,163.332974,171.832974,160.242065,181.9520217,182.620728,194.211637,197.620728,212.7992994,228.7367994,216.5939422,218.4153708,243.4950411,198.1989885,140.6989885,0,0,0,0,0
0,0,0,0,0,100.4180764,149.8386559,171.5506124,158.8006124,140.3200359,151.910945,156.673445,168.0067784,181.6674927,173.6430171,188.8215886,167.5826275,210.0826275,200.1286801,218.2083903,211.2216479,286.4917944,279.9236126,200.9073218,117.8805361,0,0,0,0
0,0,0,0,0,0,67.48057644,143.9256124,215.9824306,153.2072113,139.5924927,142.1930171,178.6215886,197.9397704,172.4397704,172.4397704,196.6242942,222.7953468,230.3466479,386.1736126,345.8358933,228.6841076,0,0,0,0,0,0,0
0,0,0,0,52.48057644,113.2232712,160.9256124,182.1756124,205.3574306,215.9824306,213.8947113,188.2697113,245.9615972,239.5865972,261.3425496,299.227165,315.164665,288.2367994,335.1736126,309.0025599,294.8358933,279.8358933,263.8983933,130.1401515,0,0,0,0,0
0,0,0,0,0,121.183837,170.5367078,208.179565,181.9520217,207.9512589,164.5358743,165.6397704,128.5488613,171.0488613,171.0488613,142.715528,154.306437,179.1992942,197.3326275,214.2953468,347.3164697,279.9236126,169.0323218,0,0,0,0,0,0
0,0,0,0,0,67.48057644,130.2232712,171.0886559,219.770474,248.1038074,240.5128793,190.7644457,172.4397704,154.306437,154.306437,112.231437,112.231437,124.3742942,113.7492942,147.2873377,189.0417236,180.0549812,243.4950411,230.0739885,169.0323218,0,0,0,0
0,0,0,45.10416667,62.10416667,80.31845238,80.31845238,99.933837,134.6048896,147.3548896,182.679565,208.179565,171.832974,167.785355,148.1699704,148.1699704,126.9199704,194.211637,187.961637,279.9788074,224.3700411,183.2867078,130.1989885,0,0,0,0,0,0
0,0,0,54.82967033,85.76717033,113.3548896,126.1048896,149.742065,120.5753983,139.4520217,145.8358743,175.5858743,154.3358743,142.1930171,155.4397704,155.4397704,167.5826275,183.1286801,186.2083903,304.8164697,256.2450411,230.0739885,155.6989885,0,0,0,0,0,0
0,0,0,0,0,101.0566046,135.6719892,139.5878931,162.7697113,153.2072113,151.1834017,163.4430171,178.6215886,197.9397704,197.9397704,235.5826275,207.2492942,222.7953468,174.875057,283.2692669,292.6736126,198.1989885,124.7614885,0,0,0,0,0,0
0,0,0,0,0,88.2752193,138.2477468,159.4977468,182.679565,171.832974,167.785355,159.2569269,124.5858743,143.7108743,120.5290561,120.5290561,120.5290561,133.2790561,122.1920996,149.7798189,153.1889098,197.1653708,211.6200411,198.1989885,155.6989885,0,0,0,0
0,0,0,0,0,76.07967033,130.1989885,144.3656552,169.8656552,194.6200411,162.938223,114.4173896,114.4173896,114.4173896,119.3849221,119.3849221,137.5992078,119.3849221,102.9570375,102.9570375,126.1513695,144.3656552,130.1989885,92.01717033,59.07967033,0,0,0,0
0,0,0,0,55.3377193,71.2752193,88.2752193,118.6323622,149.8386559,156.9219892,128.5009366,135.7452547,144.2452547,144.2452547,126.030969,154.3643024,136.5790613,161.370728,176.370728,180.1653708,202.6296565,230.0739885,169.0323218,107.7614885,0,0,0,0,0
0,0,0,0,92.01717033,183.2867078,236.5128983,165.745728,158.7949704,169.7076275,192.8894457,190.7644457,221.1215886,197.9397704,208.1397704,196.5488613,208.1397704,208.1397704,231.3215886,188.8215886,176.0762589,269.8157639,194.270474,126.1048896,0,0,0,0,0
0,0,0,0,92.01717033,144.3656552,198.1989885,243.4950411,211.813223,260.3846515,288.9755606,259.808894,158.3742942,158.3742942,145.6242942,145.6242942,158.3742942,158.3742942,200.1286801,220.477165,316.4073788,279.9788074,224.3700411,144.3656552,0,0,0,0,0
0,0,0,0,0,15.9375,99.933837,134.6048896,194.270474,205.3574306,153.2072113,133.0500684,149.7924927,140.802108,129.2111989,167.5826275,154.8326275,214.2953468,222.5549812,217.2930764,231.9874084,294.8358933,246.8983933,209.0687229,28.33333333,0,0,0,0
0,0,0,0,130.1989885,134.6048896,147.3548896,137.5992078,160.242065,148.1699704,113.4989177,111.8358743,120.5290561,120.5290561,155.4397704,129.9397704,142.0826275,131.4576275,133.120671,172.0417236,189.6174812,256.2450411,243.4950411,140.6989885,0,0,0,0,0
0,0,0,0,47.9375,47.9375,80.31845238,126.1048896,126.1048896,126.1048896,131.4173896,111.5602468,102.3611126,88.94005994,106.4155844,123.1580087,115.3290613,129.495728,158.9835526,145.2960526,122.3125,230.0739885,200.9073218,153.0948218,0,0,0,0,0
0,0,0,0,36.48376623,79.07148553,79.07148553,95.00898553,123.0959421,141.3102278,151.9352278,131.2128931,110.9003931,143.2532639,171.832974,201.2986126,236.6296565,279.9236126,294.8358933,279.8358933,297.8983933,260.0687229,238.8187229,190.1369048,0,0,0,0,0
0,0,0,0,0,83.41807644,130.2232712,130.2232712,160.9256124,139.5878931,146.8322113,155.3322113,137.1179256,154.3643024,180.0449704,172.961637,174.6174812,189.6174812,193.4121241,172.1621241,239.0707418,269.3358933,263.8983933,204.3983933,166.5687229,0,0,0,0
0,0,0,0,0,85.76717033,170.5367078,219.770474,219.770474,230.8574306,159.2569269,145.8358743,177.7108743,191.1319269,191.1319269,191.1319269,180.0449704,209.211637,201.2986126,206.1557554,196.0367078,183.2867078,169.8656552,130.1989885,92.01717033,0,0,0,0
0,0,0,0,0,99.933837,121.183837,134.6048896,170.5367078,154.5992078,154.5992078,128.5602468,128.5602468,99.41738963,99.41738963,137.5992078,124.8492078,140.7867078,140.7867078,127.3656552,126.1513695,169.8656552,169.8656552,115.1989885,76.07967033,0,0,0,0
0,0,0,0,0,54.82967033,92.01717033,176.1907639,205.3574306,206.2681449,202.2360936,208.5471838,154.3358743,190.7644457,210.0826275,197.3326275,200.1286801,174.875057,245.2216479,250.0787907,360.0025599,279.8358933,263.8983933,166.5687229,0,0,0,0,0
0,0,0,0,0,13.42105263,64.07148553,95.00898553,123.0959421,160.9256124,180.0506124,148.5018541,153.2072113,207.9512589,188.3358743,220.477165,243.7083903,290.5549812,268.2930764,274.2942266,330.8358933,314.8983933,209.0687229,122.1369048,0,0,0,0,0
0,0,0,0,0,0,130.1989885,169.8656552,196.0367078,212.8895217,192.8894457,167.5826275,182.6397704,171.0488613,171.0488613,171.0488613,171.0488613,208.1397704,275.3729983,316.4073788,224.3700411,130.1989885,0,0,0,0,0,0,0
0,0,0,0,70.76717033,70.76717033,279.8358933,272.5739885,211.6200411,196.0367078,99.41738963,134.742065,134.0033037,153.6186883,162.336637,162.336637,194.211637,209.211637,248.7725137,256.2450411,256.2450411,211.6200411,155.6989885,140.6989885,0,0,0,0,0
0,0,0,0,0,55.3377193,118.6323622,171.0886559,194.270474,219.770474,180.5918457,193.925179,221.4535881,181.2717699,158.620671,133.120671,134.9508145,134.9508145,149.1174812,136.9746241,177.4746241,184.4153708,230.0739885,198.1989885,115.1989885,0,0,0,0
0,0,0,0,0,0,67.48057644,160.9256124,215.9824306,241.4824306,240.0105691,271.0253793,224.8712264,208.9337264,218.1622978,152.7360556,133.120671,121.5297619,149.1174812,149.1174812,151.1412907,139.2246241,197.6621241,215.9073218,169.0323218,124.7614885,0,0,0
0,0,0,0,40.86538462,107.7614885,198.1989885,224.3700411,242.149137,122.1920996,120.5290561,95.02905609,93.51119895,93.51119895,129.9397704,129.9397704,82.88619895,108.3861989,120.5290561,111.8358743,134.7489177,157.6663074,182.679565,134.6048896,0,0,0,0,0
0,0,0,0,0,0,0,192.8006124,301.6907639,338.1193353,347.3164697,283.1174812,179.8333903,141.0707228,164.7492942,128.3207228,164.7492942,196.6242942,225.6286801,358.9073788,304.8164697,211.6200411,99.26148851,0,0,0,0,0,0
0,0,0,0,0,36.48376623,90.15844205,123.0959421,182.1756124,215.9824306,198.5405446,219.4869732,190.7644457,210.0826275,224.9576275,209.3742942,211.7083903,225.875057,273.5549812,373.4236126,309.0025599,200.9073218,64.0472028,0,0,0,0,0,0
0,0,0,0,0,71.2752193,118.6323622,138.2477468,171.0886559,194.270474,175.5197113,157.3054256,143.7108743,154.3358743,143.7108743,120.5290561,156.9576275,158.620671,146.5417236,134.9508145,189.6174812,173.9835526,243.4950411,198.1989885,124.7614885,0,0,0,0
0,0,0,0,0,106.489505,138.2477468,194.270474,162.7697113,159.5822113,170.9155446,175.5858743,155.4397704,208.1397704,171.0488613,171.0488613,171.0488613,182.6397704,207.5326275,239.7953468,304.8164697,292.6736126,184.0323218,0,0,0,0,0,0
0,0,0,0,45.10416667,80.31845238,118.6323622,149.8386559,149.8386559,118.3378931,123.6503931,134.0822113,117.0822113,155.3322113,137.1179256,159.2569269,162.336637,203.899137,197.1653708,222.2450411,230.0739885,200.9073218,167.9698218,130.1401515,0,0,0,0,0
0,0,0,45.10416667,106.489505,138.2477468,125.9844892,142.5822113,92.60968379,120.9430171,142.1930171,107.4202899,118.3488613,118.3488613,90.01552795,132.515528,132.515528,144.106437,145.6242942,214.5417236,278.5777085,256.2450411,169.8656552,0,0,0,0,0,0
0,0,0,0,0,80.31845238,157.7867078,183.2867078,243.4950411,263.9510851,217.1458903,186.7076275,144.106437,142.715528,142.715528,142.715528,159.9619048,142.9619048,177.2306795,213.4155446,241.4824306,194.270474,106.489505,0,0,0,0,0,0
0,0,0,0,0,71.2752193,100.4180764,141.3102278,178.6339457,147.6964457,139.673445,121.4591593,130.177108,162.052108,119.0111989,167.5826275,186.7076275,203.2083903,194.2216479,258.1584611,294.8358933,263.8983933,166.5687229,0,0,0,0,0,0
0,0,0,0,0,75.5252193,182.679565,219.770474,219.770474,219.770474,193.0389782,177.7108743,177.7108743,180.1394457,169.7076275,199.4576275,173.9576275,186.7076275,189.0417236,203.2083903,278.7093269,335.1736126,279.9236126,230.0739885,140.6989885,0,0,0,0
0,19.61538462,0,0,45.10416667,71.2752193,106.489505,132.3548896,134.742065,142.0277792,162.336637,145.3739177,122.1920996,122.1920996,121.5297619,134.9508145,134.9508145,134.9508145,100.5460526,87.79605263,128.2960526,135.5403708,198.1989885,140.6989885,0,0,0,0,0
0,0,0,0,70.76717033,107.0171703,157.7867078,160.8224221,169.5403708,165.745728,172.961637,158.7949704,156.4608743,156.4608743,156.9576275,156.9576275,167.5826275,120.5290561,143.7108743,156.4608743,148.1699704,208.179565,182.679565,113.3548896,0,0,0,0,0
0,0,0,0,85.76717033,134.6048896,170.5367078,182.679565,208.179565,248.1038074,248.1038074,271.4503793,214.5614177,204.3983743,204.3983743,220.899137,214.9860936,209.211637,196.9520217,185.3611126,236.5128983,196.0367078,157.7867078,121.183837,0,0,0,0,0
0,0,0,0,88.2752193,118.6323622,149.8386559,160.9256124,141.3102278,148.1756124,104.0700359,109.3825359,115.5643541,163.3262589,175.5858743,167.0858743,212.2076275,214.5417236,191.6174812,194.2216479,255.5430764,309.0025599,263.8983933,186.1841076,0,0,0,0,0
0,0,0,0,115.1989885,183.2867078,211.6200411,238.0307554,212.7992994,186.2083903,225.6286801,197.3326275,194.7826275,154.306437,182.6397704,171.0488613,171.0488613,154.0488613,188.8215886,185.7858743,301.6907639,269.8157639,194.270474,93.73950501,0,0,0,0,0
0,0,0,0,106.489505,118.6323622,171.0886559,205.3574306,188.2697113,181.5405446,195.2012589,231.6298303,212.0144457,222.6394457,212.2076275,263.2076275,251.1286801,265.2953468,218.2083903,347.3164697,335.1736126,279.9236126,230.0739885,169.0323218,0,0,0,0,0
0,0,0,0,0,115.1989885,183.2867078,224.3700411,273.058228,248.0549812,228.7083903,200.1286801,210.7536801,184.5826275,194.7826275,182.6397704,208.1397704,220.2826275,248.3854983,338.1193353,248.1038074,196.0367078,85.76717033,0,0,0,0,0,0
0,0,0,0,0,0,23.18181818,150.8180361,211.8597028,213.0275087,175.7083903,144.2076275,140.1397704,127.2695971,127.2695971,116.6445971,105.7160256,169.7632284,194.8144707,226.1824306,160.9256124,0,0,0,0,0,0,0,0
0,0,0,0,118.6323622,149.8386559,110.9003931,117.0822113,112.2250684,120.9430171,120.9430171,131.5680171,108.3861989,108.3861989,108.3861989,108.3861989,108.3861989,143.7108743,143.7108743,134.7489177,167.785355,149.1663074,147.3548896,106.489505,0,0,0,0,0
0,0,0,0,82.26148851,140.6989885,198.1989885,198.1989885,188.6653708,164.2278708,161.370728,124.0222431,124.0222431,135.6131522,122.1920996,90.31709957,113.4989177,113.4989177,117.5025409,150.5389782,163.332974,171.0886559,138.2477468,88.2752193,0,0,0,0,0
0,0,0,0,54.82967033,121.183837,182.679565,248.1038074,259.1907639,291.0657639,318.5039507,267.352165,273.602165,246.0144457,273.8326275,273.8326275,248.3326275,261.7536801,332.3578468,420.9943353,409.9073788,335.1736126,211.6200411,130.1989885,0,0,0,0,0
0,0,0,0,85.76717033,121.183837,124.8492078,129.8849221,110.2695375,74.85287081,115.3290613,115.3290613,92.14724311,124.0222431,124.0222431,124.0222431,124.0222431,111.879386,126.0460526,141.0460526,144.2335526,139.1193182,155.6989885,115.1989885,0,0,0,0,0
0,0,0,0,58.5252193,71.2752193,71.2752193,88.2752193,106.489505,149.8386559,194.270474,205.6038074,202.9996407,185.9996407,180.0449704,195.2235418,172.0417236,186.2083903,201.2083903,217.1458903,256.2450411,256.2450411,198.1989885,130.1989885,0,0,0,0,0
0,0,0,0,60.99177539,90.15844205,106.0959421,151.9352278,146.6577552,135.5200359,131.173445,139.673445,121.4591593,169.3976875,201.2726875,226.6622978,182.0372978,189.0417236,174.875057,166.1412907,205.9441753,309.0025599,279.8358933,204.3983933,0,0,0,0,0
0,0,0,38.31390977,38.31390977,112.0089855,130.2232712,130.2232712,171.0886559,146.332974,139.4520217,167.785355,148.1699704,180.0449704,181.8024892,172.0417236,133.120671,203.2083903,222.812557,260.0902792,322.4236126,309.0025599,294.8358933,0,0,0,0,0,0
0,0,0,0,113.3548896,138.2477468,171.0886559,125.9844892,95.56343656,100.530969,111.6179256,124.3679256,93.66558442,134.7489177,113.4989177,115.3290613,115.3290613,149.2278708,141.0460526,144.2335526,230.0739885,215.9073218,153.0948218,136.0948218,0,0,0,0,0
0,0,0,67.48057644,83.41807644,100.4180764,91.04464286,107.2509366,94.50093656,99.81343656,64.59915085,87.78096903,93.66558442,106.4155844,123.1580087,136.5790613,129.495728,132.3528708,197.1653708,243.4950411,198.1989885,184.0323218,153.0948218,0,0,0,0,0,0
0,0,0,0,55.3377193,118.6323622,149.8386559,147.5045598,154.4867026,147.5643541,139.673445,149.7924927,173.6430171,154.3358743,192.8894457,172.0417236,232.1174812,197.6621241,172.9077381,196.5707418,202.8207418,263.8983933,228.6841076,166.5687229,0,0,0,0,0
0,0,0,0,0,0,54.82967033,170.5367078,248.1038074,257.2837126,294.7039507,283.0578468,182.6397704,142.715528,142.715528,131.6285714,182.6397704,220.2826275,290.1818353,279.9788074,236.5128983,107.0171703,0,0,0,0,0,0,0
0,0,0,45.10416667,58.5252193,75.5252193,88.2752193,91.48950501,91.48950501,93.1435801,97.3935801,120.5753983,102.3611126,127.8611126,108.245728,136.5790613,149.2278708,141.0460526,144.2335526,147.8125,215.9073218,215.9073218,124.7614885,0,0,0,0,0,0
